0,1,3
0,2,3
0,3,3
0,4,3
0,6,3
0,7,3
0,8,3
0,9,3
0,11,3
0,12,3
0,13,3
0,14,3
0,16,3
0,17,3
0,18,3
0,19,3
0,21,3
0,22,3
0,23,3
0,24,3
0,26,3
0,27,3
0,28,3
0,29,3
0,31,3
0,32,3
0,33,3
0,34,3
0,36,3
0,37,3
0,38,3
1,1,2
1,2,2
1,3,2
1,4,2
1,6,2
1,7,2
1,8,2
1,9,2
1,11,2
1,12,2
1,13,2
1,14,2
1,16,2
1,17,2
1,18,2
1,19,2
1,21,2
1,22,2
1,23,2
1,24,2
1,26,2
1,27,2
1,28,2
1,29,2
1,31,2
1,32,2
1,33,2
1,34,2
1,36,2
1,37,2
1,38,2
2,1,1
2,2,1
2,3,1
2,4,1
2,6,1
2,7,1
2,8,1
2,9,1
2,11,1
2,12,1
2,13,1
2,14,1
2,16,1
2,17,1
2,18,1
2,19,1
2,21,1
2,22,1
2,23,1
2,24,1
2,26,1
2,27,1
2,28,1
2,29,1
2,31,1
2,32,1
2,33,1
2,34,1
2,36,1
2,37,1
2,38,1
